lemon_juice_ml,sugar_g,fizziness,rating
23.79,25.24,0.61,4.38
55.76,18.71,2.11,6.1
56.78,13.0,4.61,7.43
69.85,9.15,5.51,8.13
58.44,42.31,2.21,7.54
39.13,15.18,9.6,9.6
47.86,33.24,8.16,10.0
38.33,24.67,7.19,8.44
29.8,27.71,7.93,9.41
32.43,29.08,8.79,8.44
31.1,32.82,3.44,6.93
47.44,40.85,4.19,8.21
65.31,12.95,7.75,8.95
65.64,19.12,7.04,9.61
22.74,10.12,2.75,4.69
23.99,36.33,5.59,7.88
32.26,19.09,1.17,5.22
32.75,40.75,2.39,6.59
24.74,37.72,4.93,7.56
39.42,6.94,4.07,6.31
49.39,9.59,7.04,9.25
48.91,32.11,4.9,8.83
47.17,36.58,2.45,7.42
36.93,21.68,5.75,7.62
55.32,13.98,1.21,5.73
61.32,12.13,9.95,9.63
37.31,15.82,7.99,8.27
24.28,12.48,1.53,4.61
34.82,19.46,7.25,8.71
26.87,27.07,5.64,7.18
43.37,35.51,7.3,9.48
27.8,44.0,3.37,7.46
43.14,37.61,2.63,7.14
31.05,34.34,4.14,6.86
56.94,40.43,8.04,10.0
21.38,45.69,9.49,10.0
47.74,15.34,9.72,9.88
28.47,33.01,7.57,8.7
20.05,6.7,9.12,7.97
63.46,49.62,1.1,7.95
53.58,43.6,5.42,9.58
24.95,21.61,1.16,5.08
53.2,32.69,7.4,9.31
50.58,29.54,3.83,8.19
43.67,42.99,9.74,10.0
40.96,26.53,9.2,10.0
64.35,10.92,0.75,6.06
32.26,26.61,0.72,5.27
39.92,10.33,6.29,6.98
36.46,41.34,6.93,10.0
58.56,12.48,5.24,7.28
65.82,21.61,2.36,6.91
62.49,9.77,2.47,5.67
59.89,22.04,0.8,6.44
69.34,48.35,9.94,10.0
54.86,46.83,4.95,9.12
57.55,30.35,6.67,9.68
69.14,33.72,7.94,10.0
20.35,20.84,4.46,5.33
51.7,14.47,9.89,9.97
56.95,17.51,5.36,8.43
65.89,8.57,3.89,7.08
64.19,25.04,1.57,6.17
62.1,8.84,3.72,6.52
67.29,21.76,4.3,8.39
46.87,43.3,8.23,10.0
20.35,22.59,6.59,7.55
20.55,24.6,7.89,8.5
47.23,28.71,4.11,7.94
41.76,19.15,2.28,6.12
42.56,8.7,0.45,4.53
40.02,39.27,8.67,10.0
65.89,15.85,4.02,6.86
37.96,11.54,2.76,6.22
62.81,8.93,5.11,7.23
65.14,35.61,6.28,9.88
44.98,5.77,4.6,6.34
42.35,31.7,1.88,6.62
58.05,20.68,7.87,9.62
55.4,27.81,0.62,6.56
36.43,45.83,2.75,7.63
25.13,5.03,5.08,5.89
33.24,33.58,0.77,6.47
26.55,45.22,3.61,7.39
34.74,16.0,8.16,8.5
33.09,10.24,1.77,4.9
51.89,22.53,8.76,10.0
67.72,47.8,3.04,9.17
54.29,31.26,6.67,9.57
66.33,47.62,5.1,10.0
59.21,17.16,9.69,10.0
56.39,37.46,4.13,8.92
40.7,17.38,2.25,6.31
36.24,28.22,3.11,6.57
62.31,45.7,7.74,10.0
65.27,8.97,7.04,8.64
42.59,18.32,6.12,8.03
20.45,20.96,8.32,8.42
59.63,7.63,7.25,8.64
34.25,15.67,0.62,4.51
20.49,7.83,2.04,4.64
60.25,18.25,5.24,8.22
45.87,6.25,2.65,5.95
54.26,6.74,6.91,8.26
65.73,15.57,3.52,6.86
47.06,22.05,5.47,8.33
45.16,22.92,9.18,9.56
34.53,20.79,1.32,5.44
35.26,28.11,3.32,6.61
59.83,46.1,7.64,10.0
42.45,25.61,0.56,5.59
28.18,9.5,4.65,6.47
24.73,35.68,3.9,7.63
43.65,48.0,8.1,10.0
43.25,13.8,1.5,5.06
52.67,13.71,9.93,9.33
43.55,16.31,9.06,9.04
27.17,7.22,3.31,5.41
45.39,41.27,3.86,7.39
65.34,22.15,1.76,7.1
27.97,39.86,6.7,8.68
54.49,33.18,6.52,9.7
49.69,10.05,3.48,5.96
57.43,29.56,9.54,10.0
27.53,37.23,7.61,8.84
67.08,7.19,8.62,9.2
51.05,23.95,3.18,6.51
62.35,41.45,0.8,7.23
32.33,49.21,6.35,9.64
56.97,36.42,2.66,7.84
59.05,18.94,4.66,7.24
39.87,17.64,8.33,8.89
39.2,31.4,7.39,9.7
52.89,47.0,5.6,9.95
24.67,15.25,8.91,8.13
56.78,15.38,3.29,6.72
22.14,28.07,9.93,9.21
29.53,30.91,0.65,5.31
53.21,47.16,1.98,8.45
24.92,19.54,5.88,6.8
68.59,24.25,4.48,7.88
63.42,21.06,7.66,8.33
51.32,38.01,5.64,9.76
60.95,21.01,2.37,6.48
64.38,24.59,4.86,8.29
32.97,21.41,4.8,7.47
62.47,6.26,0.14,4.69
29.74,29.39,6.93,8.56
40.67,22.74,8.68,9.34
47.91,10.83,8.63,8.4
55.69,32.03,9.69,10.0
21.51,36.02,5.63,8.09
34.53,28.03,0.3,4.9
50.43,16.18,4.93,6.87
37.87,29.02,9.09,8.9
58.75,17.5,1.72,6.44
52.58,11.76,7.83,8.86
31.72,9.34,0.8,4.29
27.3,12.6,8.25,7.71
51.45,47.33,6.66,10.0
42.52,18.04,9.68,9.59
28.45,33.85,6.43,8.37
36.32,39.37,1.04,6.01
35.15,30.45,9.32,9.81
25.41,27.81,3.47,7.04
47.35,20.7,3.47,6.48
58.18,14.23,6.8,8.64
48.77,45.44,8.05,10.0
61.31,31.96,3.18,7.64
26.38,11.45,8.2,7.7
41.78,38.52,7.37,10.0
50.47,9.29,4.74,7.36
53.8,28.38,8.99,10.0
54.79,7.76,5.76,7.2
56.45,26.43,8.21,9.8
52.57,29.34,4.76,9.08
24.71,27.62,5.83,7.1
54.77,24.76,5.71,8.41
56.24,15.98,3.15,7.25
69.67,9.12,6.62,8.57
54.67,33.19,7.27,9.84
54.34,11.95,2.41,6.63
45.74,22.13,8.42,8.84
63.4,38.12,9.3,10.0
69.84,32.29,5.0,10.0
58.95,44.28,4.14,9.02
50.63,35.64,8.57,10.0
23.95,47.29,2.39,6.82
56.34,14.68,7.76,9.21
55.43,6.86,3.3,6.24
58.78,8.57,3.7,7.07
26.23,14.16,6.33,6.75
52.69,7.38,3.98,6.82
34.79,16.92,3.62,6.16
58.01,43.38,4.05,9.3
32.02,16.81,4.57,7.0
54.2,41.72,6.9,10.0
34.75,19.39,7.26,8.36
20.45,24.7,3.33,6.31
51.67,43.37,0.54,6.77
25.66,27.17,4.52,7.01
52.96,10.53,1.85,5.36
66.28,21.19,4.25,8.07
68.46,41.62,3.67,9.3
31.8,8.19,0.77,4.51
60.46,38.23,0.46,7.38
37.68,38.18,7.33,9.58
65.02,25.0,0.59,7.31
59.37,5.91,8.56,9.2
23.7,16.0,3.51,5.46
40.36,17.34,6.49,7.76
36.87,39.32,7.85,9.28
59.26,29.2,8.24,10.0
40.51,20.1,1.4,5.08
54.23,32.72,4.38,7.96
50.12,9.72,5.03,7.42
68.78,49.8,2.91,10.0
66.89,8.44,1.22,5.46
41.38,42.05,8.43,10.0
56.18,24.87,3.59,7.13
61.47,44.94,3.07,8.99
64.94,13.95,7.01,8.7
23.41,29.79,1.26,4.32
35.1,31.74,5.19,7.75
36.01,25.92,8.62,8.71
41.72,17.62,4.97,7.23
28.46,41.46,9.47,10.0
44.81,14.3,3.71,6.78
53.16,16.76,9.63,10.0
44.87,23.57,0.42,5.51
53.29,42.37,8.35,10.0
23.32,5.36,6.68,6.33
63.8,45.24,1.82,7.46
66.95,29.5,0.76,6.69
50.9,9.26,0.68,4.93
64.07,15.02,6.79,9.46
26.57,8.22,3.76,5.79
59.87,25.21,9.31,10.0
25.96,5.85,3.3,5.65
40.4,35.42,9.13,10.0
36.19,10.33,9.52,8.84
49.28,14.2,5.48,7.7
35.08,5.66,4.32,6.01
51.87,15.55,4.13,7.22
38.37,6.69,2.62,5.51
63.04,9.31,2.17,5.79
51.69,48.3,1.44,7.54
30.76,9.05,5.83,6.86
36.81,40.37,9.19,10.0
62.37,34.01,2.22,7.77
39.32,18.17,3.78,7.1
46.79,43.72,7.51,10.0
52.45,26.37,1.31,7.04
37.39,18.28,6.82,7.97
34.7,40.9,3.75,7.75
43.76,36.31,5.31,8.65
30.74,8.6,2.63,5.31
34.21,19.83,8.82,8.83
23.1,34.92,4.17,6.75
35.2,16.52,9.16,8.75
36.04,32.68,2.35,6.82
68.09,18.61,6.8,9.41
49.49,14.33,1.1,5.69
59.37,20.95,1.53,6.31
22.27,21.24,4.74,7.31
25.33,34.52,2.06,6.29
60.73,31.59,8.19,10.0
51.18,24.52,9.58,9.92
29.55,38.62,3.75,6.85
40.24,43.84,7.68,10.0
46.93,8.7,9.89,9.34
62.18,33.7,2.05,7.94
23.02,37.07,3.71,6.59
49.84,24.73,4.94,7.96
55.85,7.55,7.04,8.07
68.89,24.75,8.77,10.0
60.36,44.28,4.2,8.62
33.81,12.26,6.64,7.59
55.48,21.4,7.63,9.3
58.16,38.43,3.5,8.66
56.49,44.37,9.22,10.0
61.01,46.14,4.84,9.84
65.19,40.01,3.81,8.73
24.92,31.75,4.19,7.37
25.24,20.72,4.26,7.33
59.82,26.93,3.02,7.99
32.62,5.37,6.49,6.69
22.93,20.76,9.26,8.52
40.06,37.63,4.72,8.69
60.99,34.49,5.98,9.37
26.33,5.37,4.96,5.69
53.59,29.63,8.42,9.71
20.18,5.33,2.32,3.73
25.49,21.35,4.84,7.34
37.54,49.58,5.51,9.28
24.18,23.43,5.73,7.26
62.3,45.18,8.92,10.0
63.2,5.72,9.31,9.21
57.78,37.39,6.37,9.6
32.12,25.56,7.83,9.48
46.16,29.61,5.51,8.38
29.21,49.67,3.71,7.24
34.06,18.74,9.45,8.49
45.8,43.79,4.84,8.62
56.75,46.22,8.81,10.0
24.73,18.39,1.29,5.18
34.83,7.14,6.61,7.37
66.33,40.38,6.97,10.0
41.46,47.01,7.66,10.0
66.94,26.49,8.58,10.0
69.57,44.37,1.03,7.48
46.33,14.93,4.11,7.32
34.4,39.06,3.05,6.82
59.54,36.65,4.88,8.81
27.97,28.73,4.6,7.74
32.6,19.36,1.41,4.96
59.24,16.28,0.51,5.07
41.68,37.34,0.55,6.12
30.08,30.7,4.71,7.16
52.56,43.85,4.63,8.5
56.64,41.92,8.47,10.0
26.25,12.91,0.33,3.49
33.85,14.65,4.53,6.79
31.06,47.48,1.87,6.59
38.99,21.94,3.89,7.05
58.17,29.63,9.42,10.0
55.69,24.02,0.82,6.09
53.13,30.39,0.66,6.07
20.31,35.39,6.31,8.56
27.11,21.39,2.24,5.18
31.16,19.93,4.42,5.91
33.6,43.03,5.9,9.13
27.32,32.8,5.27,8.59
40.52,43.41,1.73,7.43
23.76,44.09,4.91,8.16
57.5,12.27,6.23,8.57
59.39,41.03,9.79,10.0
48.71,45.51,7.9,10.0
24.49,24.75,2.56,4.98
64.5,27.72,6.39,9.92
68.28,21.89,7.16,9.96
30.12,11.78,0.19,4.49
55.23,29.01,7.25,9.62
62.1,22.9,6.8,8.64
46.99,42.03,2.84,7.52
36.17,26.85,4.08,6.94
43.93,48.05,4.37,8.27
45.61,38.15,7.12,9.9
40.03,15.47,0.94,4.81
66.49,23.12,9.16,10.0
57.19,32.59,0.11,6.62
32.07,11.06,4.12,5.85
49.28,27.88,0.56,5.9
54.43,44.08,2.84,8.09
27.01,12.86,0.59,4.36
37.92,8.8,5.32,7.04
65.28,27.36,9.0,10.0
48.36,45.09,2.86,8.49
30.85,36.63,9.68,10.0
26.14,30.85,4.41,6.69
45.91,12.87,8.52,9.06
47.38,38.43,6.55,9.5
36.72,35.35,2.05,6.83
51.52,48.11,5.77,10.0
23.43,10.57,7.99,7.89
27.26,19.86,2.31,5.63
47.31,26.75,5.58,8.29
23.09,33.82,7.25,8.45
64.05,26.14,1.58,6.68
27.11,22.51,5.87,7.59
53.7,21.63,6.27,9.1
39.56,9.31,1.28,3.57
39.99,23.41,5.47,7.62
58.24,16.32,4.6,7.5
44.97,18.11,5.69,7.56
56.28,5.15,7.01,8.38
45.26,6.62,6.47,7.51
49.65,17.82,5.39,7.93
58.04,13.6,5.33,8.24
50.37,30.11,7.9,10.0
50.78,28.08,8.58,9.15
59.46,43.44,6.0,10.0
67.45,7.76,3.08,6.41
38.84,35.93,0.04,5.9
48.86,45.92,5.94,9.2
24.31,32.86,9.12,9.28
37.94,43.25,4.37,8.26
40.6,30.82,5.87,8.26
61.76,39.99,8.82,10.0
45.67,8.01,5.71,7.35
56.55,12.48,4.51,7.28
20.95,9.04,2.97,5.17
43.22,46.03,0.9,6.52
65.07,30.61,3.62,8.35
31.22,20.38,8.73,8.96
21.58,28.95,0.77,5.51
41.67,5.41,1.52,5.1
55.22,36.18,0.44,7.19
42.72,16.83,4.88,7.58
43.0,16.09,6.59,7.93
53.49,15.98,9.25,9.21
32.72,18.95,9.34,8.84
57.59,34.88,9.85,10.0
27.66,33.02,9.74,10.0
39.79,31.76,7.02,9.65
52.8,18.66,5.57,8.11
61.42,38.72,6.45,10.0
59.58,49.22,0.41,7.63
56.08,33.27,3.85,7.95
37.95,29.05,3.98,7.05
26.12,12.84,5.43,6.6
30.84,8.55,3.39,5.81
63.24,15.16,3.18,7.64
62.87,26.88,9.53,10.0
67.58,17.85,2.61,7.21
23.8,49.31,4.33,8.09
46.84,32.78,3.03,8.42
52.43,20.18,4.05,6.77
55.53,38.18,3.0,7.55
52.19,14.91,7.52,8.97
58.5,45.96,6.36,10.0
37.97,26.93,7.99,8.6
28.97,28.04,4.56,7.05
30.23,15.17,9.29,8.83
20.6,5.75,1.84,4.75
37.52,49.61,7.22,9.76
24.59,38.78,4.82,7.82
36.07,40.35,1.16,5.97
51.41,19.86,5.65,7.98
64.72,31.87,9.88,10.0
61.98,22.3,7.43,9.4
32.63,5.69,0.43,3.69
26.7,40.91,7.8,9.32
29.65,5.35,0.5,3.86
68.55,29.26,5.04,9.38
47.47,28.44,0.73,5.65
29.13,20.98,3.57,6.2
62.04,5.75,8.0,9.07
39.76,33.31,7.51,9.14
64.96,36.82,3.54,8.9
33.03,5.43,2.97,5.53
39.66,19.62,5.83,7.37
45.25,29.07,8.48,10.0
64.63,48.84,2.99,8.52
63.44,29.84,1.59,7.34
48.72,42.26,9.04,10.0
31.09,24.75,3.75,6.49
40.17,6.42,6.69,7.5
68.78,19.63,2.51,7.39
50.39,24.55,1.89,6.39
59.05,27.77,6.56,8.99
42.49,16.69,3.74,6.53
46.6,24.73,1.63,6.23
41.45,22.58,1.11,5.44
55.15,11.8,2.41,5.9
62.57,37.3,3.03,8.06
45.37,19.92,4.66,6.95
44.04,19.14,8.45,8.7
37.01,8.44,6.22,6.84
28.85,46.56,1.04,7.07
66.96,35.06,7.9,10.0
35.8,38.41,0.14,5.52
60.03,36.53,3.01,7.66
55.77,12.16,5.29,7.85
59.55,10.81,7.33,8.63
66.84,47.55,1.11,7.55
51.17,5.71,1.2,5.49
64.9,44.79,9.49,10.0
28.38,46.3,8.17,10.0
51.34,29.92,1.14,6.22
58.61,21.79,6.34,8.39
33.58,31.73,9.47,10.0
57.04,29.44,7.57,10.0
58.92,48.93,1.87,8.78
61.56,20.79,9.51,10.0
35.64,31.78,9.82,10.0
54.08,28.6,6.38,8.8
35.21,12.68,7.44,7.61
56.95,44.37,2.86,7.57
43.15,14.32,7.39,7.99
49.88,32.23,3.11,7.38
40.79,21.0,0.47,5.11
28.1,43.12,7.08,9.25
28.9,43.18,4.48,9.03
23.88,11.39,0.54,3.7
50.9,47.88,1.1,7.76
62.43,11.54,2.44,6.59
21.04,25.45,1.81,5.2
23.31,36.42,8.4,9.83
42.87,23.27,3.73,7.24
56.89,29.96,0.83,6.45
27.89,49.83,4.89,8.76
33.58,16.61,1.65,5.42
31.6,39.3,1.35,6.34
39.95,34.65,5.21,8.64
31.25,47.63,2.2,7.69
37.63,9.52,2.33,5.39
56.43,17.07,5.43,7.93
50.55,39.48,9.91,10.0
24.06,41.82,9.85,10.0
51.89,37.22,9.95,10.0
43.85,11.83,0.64,5.24
66.73,19.87,8.81,9.4
34.47,15.11,5.55,7.04
56.31,39.42,8.96,10.0
56.54,45.22,8.85,10.0
31.08,32.58,6.62,8.43
65.16,12.03,1.08,4.75
44.56,44.08,9.53,10.0
53.94,24.61,7.42,8.97
27.29,12.86,5.98,6.61
32.89,32.92,5.91,8.49
49.31,8.77,7.31,8.21
35.95,31.96,6.03,8.35
44.98,48.72,3.15,8.47
38.7,31.71,6.17,9.03
52.03,43.56,9.87,10.0
44.36,43.93,5.81,9.04
20.23,12.51,2.37,5.23
52.48,35.16,6.2,9.46
41.11,29.03,9.69,9.73
37.08,7.07,8.49,7.94
24.71,13.34,2.25,4.74
31.02,12.66,5.43,7.26
31.19,32.9,2.4,7.43
66.77,12.09,6.35,8.57
41.63,18.7,3.81,6.78
22.1,9.86,2.98,5.51
26.94,7.76,2.75,4.75
23.95,49.88,3.22,8.78
49.44,22.83,8.16,9.3
29.33,27.58,8.41,9.22
44.93,6.64,8.8,9.18
38.5,12.21,0.93,4.69
60.19,31.95,1.48,6.37
36.02,23.01,1.66,5.32
42.91,32.55,5.15,7.65
56.06,18.95,2.46,6.85
41.67,27.12,7.64,8.55
59.66,45.97,9.06,10.0
53.08,32.76,8.12,10.0
40.53,37.04,4.05,8.03
45.2,46.64,4.57,9.2
68.36,37.2,0.41,6.68
53.08,34.13,1.01,6.6
65.25,43.41,6.35,10.0
28.94,36.18,1.35,5.73
44.16,32.1,6.47,8.92
65.43,15.8,2.92,7.71
36.13,6.18,9.14,8.04
68.38,23.94,5.17,8.38
24.85,41.88,4.5,7.65
65.13,28.54,1.99,7.09
42.26,8.77,9.41,8.63
23.69,24.83,8.45,9.26
63.98,32.21,3.71,8.34
32.6,15.67,5.74,7.57
21.11,8.78,5.02,5.8
26.79,30.11,9.38,8.55
52.96,8.95,9.05,9.31
68.89,5.53,1.31,5.16
25.57,38.32,9.17,10.0
43.1,25.62,1.98,6.02
29.03,6.87,9.19,7.99
57.25,31.87,9.12,10.0
25.9,5.6,1.71,5.01
31.99,19.69,6.68,7.48
29.82,12.71,2.87,5.46
47.63,22.79,1.7,6.7
63.66,5.65,6.83,8.47
45.55,48.72,6.92,10.0
22.91,11.67,3.26,4.54
48.17,48.11,6.05,9.93
59.88,27.78,2.67,7.96
26.61,8.04,6.91,6.26
23.64,44.59,7.65,9.52
29.39,23.63,3.94,5.79
57.3,11.61,2.76,4.81
49.58,17.18,1.5,6.47
47.03,18.21,9.77,9.97
32.47,32.38,6.95,8.81
36.61,48.73,2.87,7.84
68.29,13.37,2.2,7.11
32.03,14.58,7.71,8.57
65.08,48.62,7.13,10.0
49.03,14.89,3.38,6.52
26.16,15.35,7.68,6.99
43.37,49.62,5.54,9.4
67.43,34.47,6.74,10.0
40.93,18.83,0.05,4.97
63.17,15.89,1.05,5.65
32.82,26.51,8.93,9.5
48.55,19.42,2.24,6.2
62.19,5.41,1.59,5.8
66.03,8.14,1.63,5.72
44.29,29.28,8.83,9.67
51.98,16.82,9.18,10.0
20.15,47.39,4.01,8.01
32.66,36.29,6.79,9.03
33.94,49.0,8.17,10.0
24.67,41.23,9.87,10.0
33.98,19.11,7.41,8.13
36.06,38.51,9.44,10.0
68.44,25.91,6.51,9.85
53.43,28.11,0.33,6.46
41.3,28.84,6.46,9.38
69.4,35.79,5.57,10.0
27.66,21.25,5.86,7.64
43.8,40.29,0.43,7.07
52.35,12.82,2.51,6.57
22.78,21.08,3.92,6.25
55.85,35.42,9.33,10.0
24.99,43.06,5.03,8.33
27.01,43.53,1.48,6.74
27.98,20.13,6.52,7.69
66.44,23.96,2.0,6.91
54.16,16.8,8.71,9.33
52.77,32.92,7.26,9.29
47.77,21.84,2.17,5.64
34.64,46.74,6.54,8.58
51.04,20.77,8.56,9.61
40.51,35.47,6.69,8.45
27.27,34.99,3.66,7.35
54.48,27.23,9.58,10.0
26.48,5.95,0.07,2.98
29.53,18.18,0.75,5.16
60.88,36.8,2.96,8.0
53.01,23.48,3.54,6.89
51.55,8.13,6.34,7.81
40.91,45.4,3.75,8.18
39.81,31.35,7.46,9.24
54.51,8.72,2.59,6.54
57.0,7.08,1.49,5.8
45.51,9.3,6.22,7.65
68.46,49.95,2.09,8.81
67.78,17.7,3.4,7.65
40.62,36.63,0.99,6.04
61.03,12.53,8.88,10.0
47.16,16.72,1.37,5.15
45.59,5.32,8.12,8.6
22.75,43.53,1.63,5.83
48.7,49.63,4.75,9.46
65.03,22.0,4.63,8.82
59.01,14.57,5.72,8.82
59.32,12.35,0.88,5.72
28.0,16.75,5.69,7.22
37.92,22.25,0.4,5.0
31.66,37.51,9.81,10.0
35.8,36.95,7.36,9.05
48.98,28.12,7.55,9.72
38.24,22.8,2.34,6.34
48.03,27.97,7.42,9.07
41.93,30.34,0.8,5.65
34.33,32.66,2.57,6.78
24.77,34.33,0.43,5.07
64.59,34.04,3.16,8.17
20.57,14.46,1.09,4.35
20.08,26.66,1.61,5.46
61.34,20.11,4.91,7.94
69.84,31.78,2.28,8.28
56.36,27.43,1.33,6.65
20.76,14.01,0.98,4.26
31.33,35.6,3.01,7.07
68.59,5.87,0.53,5.83
60.43,19.1,3.88,7.68
48.34,40.31,4.34,8.41
31.84,39.51,2.59,7.01
20.72,47.73,4.03,7.35
21.04,31.41,0.82,5.2
50.6,26.57,1.2,6.05
21.09,35.01,6.52,7.97
69.68,43.02,1.7,8.22
29.17,31.98,1.96,6.58
55.54,38.48,7.55,10.0
27.75,19.11,3.24,5.85
47.0,19.71,4.91,8.44
24.03,8.18,9.7,8.34
58.34,17.12,5.03,7.73
49.25,27.1,3.93,8.1
24.31,34.88,4.2,7.37
62.43,29.64,5.63,8.6
47.35,37.38,7.03,10.0
66.08,25.42,6.61,9.09
65.83,28.09,6.56,9.11
66.03,26.04,3.27,7.9
23.89,32.07,9.82,10.0
26.05,20.26,3.18,6.16
69.39,32.6,4.49,9.02
44.38,23.3,0.53,4.98
31.91,31.96,9.83,9.62
58.48,20.42,6.12,8.7
33.21,12.32,3.86,6.12
56.36,13.77,8.19,9.39
61.86,11.51,0.53,5.24
59.21,12.15,8.33,9.47
33.7,32.88,2.25,6.66
40.08,44.53,7.77,9.16
40.66,44.68,4.19,8.66
44.56,37.8,8.07,10.0
28.37,29.46,0.8,5.25
42.62,25.82,3.13,6.5
45.54,10.72,4.97,6.18
46.59,13.95,4.67,7.01
61.0,47.34,3.46,8.8
45.87,19.43,3.1,6.18
31.54,31.5,3.57,6.51
53.16,32.76,1.29,6.49
59.87,14.78,5.97,8.67
35.97,39.17,0.84,5.77
52.27,9.33,8.01,8.79
27.35,17.1,7.03,7.59
37.1,30.08,3.1,7.02
65.46,26.86,1.17,6.62
65.57,37.99,7.38,9.92
48.77,48.14,9.56,10.0
55.12,16.11,6.85,9.08
62.7,6.59,1.66,5.56
67.93,19.85,2.03,6.57
44.49,42.07,4.76,9.44
48.08,38.19,7.12,9.49
40.78,28.1,4.25,7.82
23.6,25.32,8.15,8.2
41.14,22.1,0.6,5.77
59.53,14.58,5.98,8.74
60.24,20.35,9.98,10.0
64.62,13.68,3.51,7.07
22.57,7.94,3.85,5.39
46.36,44.96,0.09,5.85
25.37,15.96,8.76,8.19
30.04,9.37,1.91,4.48
65.01,27.54,5.46,9.16
44.84,16.27,6.17,8.21
57.93,23.16,3.03,7.44
23.22,48.35,6.33,9.21
40.84,13.42,2.21,5.01
53.71,18.88,3.92,6.96
26.67,28.11,3.81,6.48
36.29,24.14,7.42,8.3
23.23,9.44,0.42,3.85
52.57,38.52,3.55,8.36
68.54,26.17,5.45,9.02
61.35,16.65,2.96,7.0
68.73,39.65,2.26,8.7
62.28,22.21,6.17,9.03
62.76,19.32,7.17,9.67
48.86,38.89,7.41,9.61
45.91,9.98,8.38,8.69
40.31,45.89,9.21,10.0
60.9,7.11,1.25,4.98
29.1,11.3,0.2,3.99
22.81,15.44,1.46,4.76
67.39,35.4,3.02,8.25
20.19,35.92,7.85,8.87
68.84,49.78,9.22,10.0
56.44,29.61,0.65,6.21
36.42,42.28,0.77,6.28
54.89,25.33,0.11,5.87
60.89,33.91,5.26,8.81
32.27,7.74,2.81,4.19
58.54,41.99,6.24,10.0
60.22,34.31,6.99,9.6
32.47,33.3,3.12,7.0
22.1,14.92,8.91,8.8
30.21,23.21,9.68,9.02
30.03,15.31,4.75,6.49
23.26,36.7,8.8,10.0
56.3,49.8,3.06,8.47
39.0,13.69,3.5,6.45
64.22,10.58,1.16,5.72
32.61,20.18,4.47,6.63
42.66,27.72,1.97,6.5
51.95,36.6,1.1,7.15
63.87,27.33,1.07,6.95
46.23,49.35,8.11,10.0
38.68,38.33,8.89,10.0
63.35,13.4,9.59,10.0
35.51,18.22,2.93,5.83
23.97,41.13,8.72,9.51
42.25,44.52,4.78,8.34
59.25,28.9,8.27,10.0
21.54,25.28,6.63,7.82
49.29,11.87,6.67,8.09
49.72,16.08,4.38,7.38
66.43,36.67,0.11,6.59
34.32,7.21,8.86,7.83
33.94,32.24,2.65,6.58
42.02,15.2,4.62,7.11
37.85,14.99,9.83,9.46
56.82,23.95,7.66,9.29
52.09,25.36,0.77,6.03
57.95,34.21,9.96,10.0
61.0,11.73,9.82,10.0
66.15,20.47,6.64,9.56
41.55,12.27,7.5,8.41
69.23,28.86,4.24,8.07
30.78,13.65,8.14,8.19
55.72,44.6,2.28,6.98
46.7,7.53,3.11,6.03
60.85,30.52,7.14,10.0
43.84,36.82,0.57,6.31
59.2,45.37,0.45,7.07
66.51,16.06,9.58,10.0
56.61,35.51,0.77,6.76
58.8,36.94,7.25,10.0
23.36,30.88,0.88,5.06
30.25,43.3,2.72,6.8
68.72,25.57,5.34,8.6
54.66,37.16,7.37,9.91
48.07,13.28,3.57,6.41
38.35,48.65,4.05,7.83
22.22,32.68,0.56,5.67
38.46,38.07,8.52,9.54
44.95,18.54,6.58,7.68
30.57,24.12,0.94,5.48
28.66,12.96,1.68,4.73
45.42,47.79,2.71,7.63
49.3,45.76,0.2,6.55
32.0,11.81,2.61,5.9
49.37,16.03,9.29,10.0
65.02,28.94,3.77,8.1
43.66,10.37,4.88,6.25
62.87,31.3,8.86,10.0
66.36,16.96,3.27,7.44
24.62,33.85,7.93,8.89
24.79,8.54,0.99,4.26
43.8,12.35,1.99,6.16
49.41,28.74,0.81,6.42
41.29,36.28,7.27,9.66
36.32,31.27,0.57,5.94
52.05,19.08,4.05,7.45
20.1,31.2,8.73,9.2
68.4,17.34,5.57,7.54
31.6,48.16,5.77,8.55
65.85,12.25,0.96,5.66
25.45,32.46,2.89,6.13
31.9,25.71,1.63,6.02
31.74,20.5,4.95,6.18
69.81,27.27,7.48,10.0
20.23,10.37,2.37,4.62
51.98,24.33,8.39,9.82
63.48,45.45,2.85,8.38
53.61,11.88,4.58,7.53
38.14,30.25,0.21,6.04
67.92,40.14,1.49,8.33
64.68,41.88,8.71,10.0
41.7,12.79,4.3,6.34
48.67,38.29,0.34,5.84
68.38,39.29,5.61,10.0
69.13,29.6,2.66,8.21
42.49,24.05,6.76,8.09
62.37,7.77,2.85,6.33
35.1,5.38,7.02,7.55
38.59,31.22,5.28,8.16
28.24,21.26,0.99,5.11
30.46,17.61,2.48,4.76
52.84,10.14,8.15,8.47
45.54,46.98,5.62,10.0
31.56,13.21,5.24,6.9
40.15,34.77,0.98,5.98
38.66,6.75,6.5,7.62
69.37,34.6,6.57,10.0
62.68,34.4,7.84,10.0
39.4,45.78,4.15,8.52
65.7,31.65,8.12,10.0
37.13,6.14,5.08,6.43
53.4,48.14,6.81,10.0
68.33,9.43,3.09,6.93
39.51,15.78,0.08,3.92
53.99,38.45,2.59,7.97
34.8,36.61,0.88,5.5
33.32,37.48,2.95,6.76
48.71,23.88,0.11,5.73
68.96,22.17,5.74,8.76
